czone,lat,lon
7000,25.889827500000003,-80.74964299999999
7100,26.99881883333333,-80.75340216666666
7200,26.341029499999998,-81.6925685
7300,27.999419500000002,-80.637561
7400,28.548608,-81.47536099999999
7500,29.375518666666665,-81.39336133333335
7600,30.40514042857143,-81.82317471428571
7700,30.217754499999998,-83.14261583333334
7800,29.0265485,-82.31932599999999
7900,29.705065166666667,-82.62568383333333
8000,34.019454499999995,-80.36058975
8100,33.96144057142857,-81.17171357142857
8201,33.055416,-81.248619
8202,32.9813405,-80.239019
8300,34.47676575,-82.46240312500001
8401,33.38730022222222,-82.23560666666667
8402,33.67680125,-82.80952925
8501,31.672539,-83.212117
8502,32.011661,-83.66731866666667
8503,31.135662444444442,-83.37608644444444
8601,31.286465500000002,-82.58483583333333
8602,31.298557666666667,-81.61718966666666
8701,31.860343399999998,-81.8124956
8702,32.585769,-81.9403512
8800,32.2297526,-81.1156262
8900,32.6481672,-83.7143781
9001,32.05425525,-82.64931675
9002,33.113509,-83.200806
9003,32.686549,-82.796133
9100,33.82017844444445,-84.2220345
9200,33.1180258,-84.21431199999999
9301,33.9547302,-83.3590002
9302,34.348498500000005,-83.08082974999999
9400,34.441185,-83.69121633333333
9500,33.10861675,-86.02063874999999
9600,33.41228588888889,-85.27012277777777
9701,32.60214533333333,-84.82657766666667
9702,32.19127066666667,-84.41595133333334
9800,32.36428333333333,-85.587732
9900,30.49202644444445,-84.87981466666666
10000,29.898724,-85.207207
10101,30.99251133333333,-84.72732433333333
10102,30.8702635,-84.0824475
10200,31.53809133333333,-84.21534100000001
10301,31.6601905,-84.94796816666667
10302,31.320091,-85.5912964
10400,32.4707992,-88.8423484
10501,33.29161,-88.36757966666666
10502,33.4237464,-89.04626060000001
10600,33.917517,-87.6799428
10700,33.583218333333335,-86.674711
10801,32.806287999999995,-87.33623580000001
10802,32.42013075,-88.05105925000001
10900,30.5977295,-86.77327975
11001,31.2855792,-87.8557196
11002,31.377848333333333,-87.18013266666667
11101,32.2463804,-86.4652382
11102,31.59098366666667,-86.236789
11201,37.12681033333333,-81.50205316666667
11202,37.49321,-81.603618
11203,36.936133,-82.68172200000001
11301,38.242000000000004,-77.42366080000001
11302,39.34797283333334,-76.671244
11303,37.9100822,-76.65211819999999
11304,38.813689947368424,-77.30098336842104
11401,46.25117075,-86.83502849999999
11402,45.7874764,-88.0612616
11403,46.333558333333336,-85.11398133333334
11500,42.02398566666667,-84.37756766666666
11600,42.7910631,-83.3701537
11700,42.71450633333333,-84.60398533333334
11800,43.64289866666667,-84.760813
11900,43.728325999999996,-83.83395414285714
12001,44.056966599999996,-85.4243902
12002,44.101232,-86.385237
12100,42.33855425,-85.54146625
12200,43.17019425,-85.866361125
12301,44.83721,-85.6204104
12302,45.56155666666667,-85.00864566666667
12401,44.797943000000004,-83.3833945
12402,44.681025,-84.36405033333334
12501,40.01542866666667,-84.13351244444445
12502,39.385449666666666,-83.62261166666667
12600,39.708619,-85.038973
12701,38.98481116666667,-84.35555016666667
12702,38.54434925,-83.753177
12800,39.120541,-85.13285616666667
12901,38.17395053846154,-84.43670253846153
12902,38.041947666666665,-83.74647066666667
12903,37.62938125,-84.73805949999999
13000,37.688867800000004,-86.1275634
13101,38.286018818181816,-85.704894
13102,38.69067933333333,-85.30510733333334
13103,37.70331100000001,-85.30343533333333
13200,37.500065166666666,-86.96782183333333
13300,40.995145,-83.38280560000001
13400,40.7496644,-84.33556680000001
