met2013,soc_code,soc_title,occ_group,occ_group_code,demand_scenario,shortage_2pct,shortage_5pct,shortage_10pct,shortage_15pct,shortage_20pct
12060,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,low,477.92,55.17,0.00,0.00,0.00
12060,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,low,402.30,46.44,0.00,0.00,0.00
12060,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,low,1174.05,135.52,0.00,0.00,0.00
12060,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,low,2064.28,238.29,0.00,0.00,0.00
12060,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,low,598.57,302.00,0.00,0.00,0.00
12060,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,low,1225.76,618.45,0.00,0.00,0.00
12060,51-3,Bakers,Production,7700,low,710.71,358.59,0.00,0.00,0.00
12060,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,943.83,476.20,0.00,0.00,0.00
12060,51-5,Printing Press Operators,Production,7700,low,179.81,90.72,0.00,0.00,0.00
12060,51-6,Laundry and Dry-Cleaning Workers,Production,7700,low,410.92,207.33,0.00,0.00,0.00
12060,51-7,Cabinetmakers and Bench Carpenters,Production,7700,low,193.79,97.78,0.00,0.00,0.00
12060,51-8,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,7700,low,90.71,45.77,0.00,0.00,0.00
12060,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,2194.90,1107.42,0.00,0.00,0.00
12060,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,low,2308.96,1979.04,1467.02,997.14,564.33
12060,53-2,Flight Attendants,Transportation and Material Moving,9000,low,231.62,198.52,147.16,100.03,56.61
12060,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,11664.10,9997.46,7410.89,5037.24,2850.81
12060,53-6,Parking Attendants,Transportation and Material Moving,9000,low,827.14,708.95,525.53,357.21,202.16
12060,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,25634.02,21971.27,16286.81,11070.26,6265.17
12100,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,143.30,34.93,0.00,0.00,0.00
12100,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,1283.78,1109.07,839.93,595.15,371.60
12100,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,391.42,338.15,256.09,181.46,113.30
12100,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,1318.05,389.01,0.00,0.00,0.00
12100,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,686.74,202.69,0.00,0.00,0.00
12100,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,418.09,347.84,239.25,140.10,49.20
12100,33-9,Security Guards,Protective Service,3700,low,592.72,542.59,464.69,393.09,327.05
12100,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,low,791.34,728.92,632.69,545.11,465.07
12100,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,low,2013.27,1854.46,1609.65,1386.83,1183.19
12100,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,low,620.34,571.40,495.97,427.32,364.57
12100,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,low,583.35,30.83,0.00,0.00,0.00
12100,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,low,686.56,336.36,0.00,0.00,0.00
12100,47-2,Construction Laborers,Construction and Extraction,6200,low,280.48,139.61,0.00,0.00,0.00
12260,17-2,Mechanical Engineers,Architecture and Engineering,1300,low,457.42,0.00,0.00,0.00,0.00
12260,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,425.55,214.32,0.00,0.00,0.00
12260,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,low,349.90,282.18,177.84,82.95,0.00
12260,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,1246.17,1004.97,633.39,295.41,0.00
12260,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,low,315.29,254.26,160.25,74.74,0.00
12260,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,607.67,490.06,308.86,144.05,0.00
12260,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,low,13.19,0.00,0.00,0.00,0.00
12260,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,low,12.01,0.00,0.00,0.00,0.00
12260,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,2088.42,157.87,0.00,0.00,0.00
12260,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,1034.38,78.19,0.00,0.00,0.00
12260,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,43.46,0.00,0.00,0.00,0.00
12260,31-9,Medical Assistants,Healthcare Support,3600,low,22.96,0.00,0.00,0.00,0.00
12260,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,low,727.07,676.18,597.10,524.42,457.38
12260,33-9,Security Guards,Protective Service,3700,low,1402.11,1303.96,1151.46,1011.30,882.02
12260,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,low,48.59,8.18,0.00,0.00,0.00
12260,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,low,86.18,14.50,0.00,0.00,0.00
12260,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,low,254.63,42.84,0.00,0.00,0.00
12260,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,low,425.85,313.85,143.68,0.00,0.00
12260,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,low,847.78,624.82,286.03,0.00,0.00
12260,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,low,325.86,278.69,205.40,138.06,75.95
12260,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,low,554.42,474.15,349.46,234.89,129.23
12260,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,486.98,416.48,306.95,206.32,113.51
12260,51-6,Laundry and Dry-Cleaning Workers,Production,7700,low,212.92,182.09,134.20,90.20,49.63
12260,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,987.63,844.65,622.52,418.42,230.20
12420,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,low,3716.78,2609.77,866.34,0.00,0.00
12420,13-2,Accountants and Auditors,Business and Financial Operations,500,low,1261.70,885.91,294.09,0.00,0.00
12420,15-1,Software Developers,Computer and Mathematical,1000,low,39571.82,35922.92,30327.55,25266.68,20669.14
12420,15-2,Data Scientists,Computer and Mathematical,1000,low,3100.33,2814.45,2376.07,1979.56,1619.36
12420,17-1,"Architects, Except Landscape and Naval",Architecture and Engineering,1300,low,24.69,0.00,0.00,0.00,0.00
12420,17-2,Mechanical Engineers,Architecture and Engineering,1300,low,196.45,0.00,0.00,0.00,0.00
12420,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,low,82.35,0.00,0.00,0.00,0.00
12420,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,low,2204.65,1915.20,1463.41,1045.95,658.87
12420,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,low,1595.45,1385.98,1059.03,756.92,476.81
12420,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,low,2656.08,2307.36,1763.06,1260.12,793.78
12420,27-4,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,low,701.75,609.61,465.81,332.93,209.72
12420,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,low,784.48,519.99,111.14,0.00,0.00
12420,47-2,Construction Laborers,Construction and Extraction,6200,low,3942.00,2612.95,558.50,0.00,0.00
12420,47-3,Helpers--Electricians,Construction and Extraction,6200,low,103.46,68.58,14.66,0.00,0.00
12420,47-4,Construction and Building Inspectors,Construction and Extraction,6200,low,262.38,173.92,37.17,0.00,0.00
12540,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,1527.83,1198.94,706.81,274.67,0.00
12540,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,low,220.68,181.09,120.09,64.61,13.94
12540,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,1483.38,1217.25,807.26,434.33,93.72
12540,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,low,985.04,808.32,536.06,288.42,62.23
12540,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,872.24,715.76,474.68,255.39,55.11
12540,45-2,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",6000,low,25516.08,24411.10,22732.13,21230.30,19880.38
12540,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,low,139.25,107.00,56.96,11.05,0.00
12540,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,1288.04,989.78,526.91,102.17,0.00
12540,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,2501.02,1921.88,1023.11,198.38,0.00
12580,11-1,General and Operations Managers,Management,10,low,8558.20,0.00,0.00,0.00,0.00
12580,11-2,Marketing Managers,Management,10,low,1761.16,0.00,0.00,0.00,0.00
12580,11-3,Financial Managers,Management,10,low,5770.39,0.00,0.00,0.00,0.00
12580,11-9,"Managers, All Other",Management,10,low,5775.33,0.00,0.00,0.00,0.00
12580,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,low,16174.25,15154.11,13547.52,12046.84,10640.93
12580,13-2,Accountants and Auditors,Business and Financial Operations,500,low,5436.21,5093.34,4553.36,4048.98,3576.45
12580,15-1,Software Developers,Computer and Mathematical,1000,low,42078.90,38981.10,34231.04,29934.98,26032.47
12580,15-2,Data Scientists,Computer and Mathematical,1000,low,2986.33,2766.48,2429.37,2124.48,1847.52
12580,17-1,"Architects, Except Landscape and Naval",Architecture and Engineering,1300,low,289.22,0.00,0.00,0.00,0.00
12580,17-2,Mechanical Engineers,Architecture and Engineering,1300,low,2638.56,0.00,0.00,0.00,0.00
12580,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,low,697.72,0.00,0.00,0.00,0.00
12580,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,low,2760.46,2664.80,2514.14,2373.41,2241.56
12580,19-2,Chemists,"Life, Physical, and Social Science",1600,low,2069.71,1997.99,1885.03,1779.51,1680.65
12580,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,low,2239.48,2161.88,2039.65,1925.48,1818.52
12580,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,low,3010.38,2906.06,2741.76,2588.29,2444.51
12580,19-5,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",1600,low,795.19,767.64,724.24,683.70,645.72
12580,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,3493.06,2141.86,120.40,0.00,0.00
12580,23-1,Lawyers,Legal,2100,low,3062.37,2854.59,2527.37,2221.70,1935.32
12580,23-2,Paralegals and Legal Assistants,Legal,2100,low,1633.78,1522.93,1348.36,1185.28,1032.50
12580,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,low,2005.04,1585.17,938.40,350.19,0.00
12580,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,7163.12,5663.11,3352.48,1251.07,0.00
12580,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,low,1785.02,1411.23,835.43,311.76,0.00
12580,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,low,468.47,370.37,219.25,81.82,0.00
12580,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,3059.04,2418.46,1431.69,534.28,0.00
12580,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,low,883.22,694.85,400.83,129.14,0.00
12580,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,low,740.78,582.79,336.19,108.31,0.00
12580,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,low,919.11,723.08,417.12,134.39,0.00
12580,27-4,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,low,408.00,320.98,185.16,59.66,0.00
12580,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,3796.63,0.00,0.00,0.00,0.00
12580,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,1730.07,0.00,0.00,0.00,0.00
12580,29-9,Health Information Technologists and Medical Registrars,Healthcare Practitioners and Technical,3000,low,153.38,0.00,0.00,0.00,0.00
12580,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,4605.75,4009.92,3089.08,2248.30,1477.57
12580,31-9,Medical Assistants,Healthcare Support,3600,low,1988.80,1731.52,1333.89,970.84,638.03
12580,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,low,2101.80,1955.50,1728.20,1519.31,1326.64
12580,33-2,Firefighters,Protective Service,3700,low,945.21,879.42,777.20,683.26,596.61
12580,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,low,2831.70,2634.60,2328.36,2046.93,1787.36
12580,33-9,Security Guards,Protective Service,3700,low,6978.85,6493.09,5738.34,5044.75,4405.02
12580,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,low,76.49,0.00,0.00,0.00,0.00
12580,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,low,156.63,0.00,0.00,0.00,0.00
12580,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,low,327.55,0.00,0.00,0.00,0.00
12580,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,low,109.57,0.00,0.00,0.00,0.00
12580,39-1,First-Line Supervisors of Personal Service Workers,Personal Care and Service,4300,low,559.91,51.29,0.00,0.00,0.00
12580,39-2,Animal Caretakers,Personal Care and Service,4300,low,650.26,59.56,0.00,0.00,0.00
12580,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,low,694.18,63.59,0.00,0.00,0.00
12580,39-5,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,4300,low,844.89,77.39,0.00,0.00,0.00
12580,39-6,Concierges,Personal Care and Service,4300,low,166.75,15.27,0.00,0.00,0.00
12580,39-9,Childcare Workers,Personal Care and Service,4300,low,2141.48,196.15,0.00,0.00,0.00
12580,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,low,159.19,0.00,0.00,0.00,0.00
12580,47-2,Construction Laborers,Construction and Extraction,6200,low,840.14,0.00,0.00,0.00,0.00
12580,47-3,Helpers--Electricians,Construction and Extraction,6200,low,37.66,0.00,0.00,0.00,0.00
12580,47-4,Construction and Building Inspectors,Construction and Extraction,6200,low,69.75,0.00,0.00,0.00,0.00
12580,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,low,904.34,745.25,503.56,287.43,93.19
12580,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,low,537.62,443.04,299.36,170.87,55.40
12580,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,low,2360.15,1944.95,1314.21,750.13,243.20
12580,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,low,4697.49,3871.11,2615.71,1493.01,484.04
12580,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,low,904.32,794.98,625.29,469.56,326.12
12580,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,5214.28,4583.83,3605.40,2707.49,1880.40
12580,53-6,Parking Attendants,Transportation and Material Moving,9000,low,303.46,266.77,209.83,157.57,109.44
12580,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,9173.99,8064.78,6343.32,4763.55,3308.37
12620,11-1,General and Operations Managers,Management,10,low,192.44,0.00,0.00,0.00,0.00
12620,11-3,Financial Managers,Management,10,low,100.21,0.00,0.00,0.00,0.00
12620,11-9,"Managers, All Other",Management,10,low,192.11,0.00,0.00,0.00,0.00
12620,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,1182.02,1092.90,955.64,830.80,716.80
12620,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,512.47,0.00,0.00,0.00,0.00
12620,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,243.64,0.00,0.00,0.00,0.00
12620,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,1050.18,990.60,898.54,814.49,737.45
12620,39-9,Childcare Workers,Personal Care and Service,4300,low,216.92,48.84,0.00,0.00,0.00
12620,43-3,"Bookkeeping, Accounting, and Auditing Clerks",Office and Administrative Support,5000,low,38.05,0.00,0.00,0.00,0.00
