state_abbr,occ_group,occ_group_code,demand_scenario,w_current,w_equilibrium,pct_change,supply_eq,demand_eq
KY,Personal Care and Service,4300,mid,29534.97943397385,28810.778269791474,-2.4520117435711875,19574.777418682897,19574.923108186467
KY,Production,7700,high,44671.199608585375,68200.5775088464,52.67236632646621,33144.27976781001,33148.09280355994
KY,Production,7700,low,44671.199608585375,67521.27459229011,51.151693224986,33168.17442647466,33170.72619673319
KY,Production,7700,mid,44671.199608585375,67879.58791129572,51.95380582134605,33155.17304546286,33158.683656028625
KY,Protective Service,3700,high,51377.201279193716,51904.00442661748,1.0253636521791332,10535.991250725749,10536.90660593586
KY,Protective Service,3700,low,51377.20127919372,51331.93984999335,-0.0880963308110371,10535.308163889167,10535.870322806912
KY,Protective Service,3700,mid,51377.201279193716,51633.76976421596,0.4993819800109305,10535.580925268068,10536.382984466863
KY,Sales and Related,4700,high,60944.91731078763,60502.123032193966,-0.7265483294294073,50606.04766914271,50606.32044589
KY,Sales and Related,4700,low,60944.91731078763,60440.79920589942,-0.8271700531111793,50918.176061678816,50918.331285069406
KY,Sales and Related,4700,mid,60944.917310787634,60473.29447647167,-0.7738509708872352,50752.40939768545,50752.64157053186
KY,Transportation and Material Moving,9000,high,45981.046899210465,60598.372893918815,31.789893837670192,43185.4563584673,43189.57794832484
KY,Transportation and Material Moving,9000,low,45981.046899210465,58773.60427192097,27.821370402356294,42575.493752292605,42578.11351308519
KY,Transportation and Material Moving,9000,mid,45981.046899210465,59737.65863718488,29.918004625098327,42899.61484430352,42903.308890419285
LA,Architecture and Engineering,1300,high,103023.94418689536,104970.50390106485,1.8117143033974001,27129.555450037245,27129.704716698117
LA,Architecture and Engineering,1300,low,103024.12795212126,104421.31568069091,1.2789136746174525,27204.66418287601,27204.767437082883
LA,Architecture and Engineering,1300,mid,103024.02600898736,104712.74900613425,1.5616537371985253,27164.837812985737,27164.968143520353
LA,"Arts, Design, Entertainment, Sports, Media",2600,high,51119.61953344308,49485.06317942651,-3.388065326658054,22312.45738037976,22311.357962600297
